id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
379	anderson d. (2003)	"<table><tr><td>Authors:</td><td>anderson d.</td></tr><tr><td>Title:</td><td>overview of male-mediated developmental toxicity</td></tr><tr><td>Source:</td><td>advances in experimental medicine and biology, 518, 11-24</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"		0.8002	-0.0455	2	33	26	9	0.1935	2003	9	0.1935
380	kelly t.l.j. (2003)	"<table><tr><td>Authors:</td><td>kelly t.l.j.; li e.; trasler j.m.</td></tr><tr><td>Title:</td><td>5-aza-2′-deoxycytidine induces alterations in murine spermatogenesis and pregnancy outcome</td></tr><tr><td>Source:</td><td>journal of andrology, 24(6), 822-830</td></tr><tr><td>Year:</td><td>2003</td></tr></table>"	https://doi.org/10.1002/j.1939-4640.2003.tb03133.x	0.2033	0.0178	1	66	20	68	1.4624	2003	68	1.4624
381	etterson j.r. (2002)	"<table><tr><td>Authors:</td><td>etterson j.r.; galloway l.f.</td></tr><tr><td>Title:</td><td>the influence of light on paternal plants in campanula americana (campanulaceae): pollen characteristics and offspring traits</td></tr><tr><td>Source:</td><td>american journal of botany, 89(12), 1899-1906</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.3732/ajb.89.12.1899	-1.2346	0.7669	3	40	32	30	0.6228	2002	30	0.6228
382	oakes d.j. (2002)	"<table><tr><td>Authors:</td><td>oakes d.j.; webster w.s.; brown-woodman p.d.c.; ritchie h.e.</td></tr><tr><td>Title:</td><td>a study of the potential for a herbicide formulation containing 2,4-d and picloram to cause male-mediated developmental toxicity in rats</td></tr><tr><td>Source:</td><td>toxicological sciences, 68(1), 200-206</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1093/toxsci/68.1.200	1.2306	0.2407	2	23	8	1	0.0208	2002	1	0.0208
383	balasinor n. (2002)	"<table><tr><td>Authors:</td><td>balasinor n.; gill-sharma m.k.; parte p.; d'souza s.; kedia n.; juneja h.s.</td></tr><tr><td>Title:</td><td>effect of paternal administration of an antiestrogen, tamoxifen on embryo development in rats</td></tr><tr><td>Source:</td><td>molecular and cellular endocrinology, 190(1-2), 159-166</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1016/s0303-7207(01)00723-7	0.4629	0.7151	1	16	10	27	0.5606	2002	27	0.5606
384	bielawski d.m. (2002)	"<table><tr><td>Authors:</td><td>bielawski d.m.; zaher f.m.; svinarich d.m.; abel e.l.</td></tr><tr><td>Title:</td><td>paternal alcohol exposure affects sperm cytosine methyltransferase messenger rna levels</td></tr><tr><td>Source:</td><td>alcoholism: clinical and experimental research, 26(3), 347-351</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1111/j.1530-0277.2002.tb02544.x	0.6197	0.1328	1	50	17	90	1.8685	2002	90	1.8685
386	priest n.k. (2002)	"<table><tr><td>Authors:</td><td>priest n.k.; mackowiak b.; promislow d.e.l.</td></tr><tr><td>Title:</td><td>the role of parental age effects on the evolution of aging</td></tr><tr><td>Source:</td><td>evolution, 56(5), 927-935</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1111/j.0014-3820.2002.tb01405.x	-0.7818	0.9363	3	33	20	113	2.346	2002	113	2.346
387	galloway l.f. (2001)	"<table><tr><td>Authors:</td><td>galloway l.f.</td></tr><tr><td>Title:</td><td>parental environmental effects on life history in the herbaceous plant campanula americana</td></tr><tr><td>Source:</td><td>ecology, 82(10), 2781-2789</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"		-1.244	0.7314	3	41	35	76	1.6835	2001	76	1.6835
388	emanuele n.v. (2001)	"<table><tr><td>Authors:</td><td>emanuele n.v.; lapaglia n.; steiner j.; colantoni a.; van thiel d.h.; emanuele m.a.</td></tr><tr><td>Title:</td><td>peripubertal paternal etoh exposure: testicular oxidative injury, fecundity, and offspring</td></tr><tr><td>Source:</td><td>endocrine, 14(2), 213-219</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1385/endo:14:2:213	0.4887	0.6515	1	43	21.8	29	0.6424	2001	29	0.6424
389	beltrame d. (2001)	"<table><tr><td>Authors:</td><td>beltrame d.; di salle e.; giavini e.; gunnarsson k.; brughera m.</td></tr><tr><td>Title:</td><td>reproductive toxicity of exemestane, an antitumoral aromatase inactivator, in rats and rabbits</td></tr><tr><td>Source:</td><td>reproductive toxicology, 15(2), 195-213</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0890-6238(01)00120-4	1.5008	0.9187	2	6	2	12	0.2658	2001	12	0.2658
390	schnorr t.m. (2001)	"<table><tr><td>Authors:</td><td>schnorr t.m.; lawson c.c.; whelan e.a.; dankovic d.a.; deddens j.a.; piacitelli l.a.; reefhuis j.; sweeney m.h.; connally l.b.; fingerhut m.a.</td></tr><tr><td>Title:</td><td>spontaneous abortion, sex ratio, and paternal occupational exposure to 2,3,7,8-tetrachlorodibenzo-p-dioxin</td></tr><tr><td>Source:</td><td>environmental health perspectives, 109(11), 1127-1132</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1289/ehp.011091127	1.2311	-0.2215	2	9	15	56	1.2405	2001	56	1.2405
391	gill-sharma m.k. (2001)	"<table><tr><td>Authors:</td><td>gill-sharma m.k.; balasinor n.; parte p.; aleem m.; juneja h.s.</td></tr><tr><td>Title:</td><td>effects of tamoxifen metabolites on fertility of male rat</td></tr><tr><td>Source:</td><td>contraception, 63(2), 103-109</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1016/s0010-7824(01)00178-0	0.9637	0.2092	2	8	5	12	0.2658	2001	12	0.2658
392	hales b.f. (2001)	"<table><tr><td>Authors:</td><td>hales b.f.; robaire b.</td></tr><tr><td>Title:</td><td>paternal exposure to drugs and environmental chemicals: effects on progeny outcome</td></tr><tr><td>Source:</td><td>journal of andrology, 22(6), 927-936</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.1002/j.1939-4640.2001.tb03431.x	0.6954	0.226	2	60	58	32	0.7089	2001	32	0.7089
393	galloway l.f. (2001a)	"<table><tr><td>Authors:</td><td>galloway l.f.</td></tr><tr><td>Title:</td><td>the effect of maternal and paternal environments on seed characters in the herbaceous plant campanula americana (campanulaceae)</td></tr><tr><td>Source:</td><td>american journal of botany, 88(5), 832-840</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/10.2307/2657035	-1.3533	0.7196	3	25	28	99	2.193	2001	99	2.193
394	burruel v.r. (2000)	"<table><tr><td>Authors:</td><td>burruel v.r.; raabe o.g.; overstreet j.w.; wilson b.w.; wiley l.m.</td></tr><tr><td>Title:</td><td>paternal effects from methamidophos administration in mice</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology, 165(2), 148-157</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1006/taap.2000.8933	0.8728	-0.4024	2	14	5	24	0.2837	2000	24	0.2837
395	mocarelli p. (2000)	"<table><tr><td>Authors:</td><td>mocarelli p.; gerthoux p.m.; ferrari e.; patterson jr. d.g.; kieszak s.m.; brambilla p.; vincoli n.; signorini s.; tramacere p.; carreri v.; sampson e.j.; turner w.e.; needham l.l.</td></tr><tr><td>Title:</td><td>paternal concentrations of dioxin and sex ratio of offspring</td></tr><tr><td>Source:</td><td>lancet, 355(9218), 1858-1863</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1016/s0140-6736(00)02290-x	1.3776	0.1034	2	8	9	316	3.7352	2000	316	3.7352
396	lam m.k.-p. (2000)	"<table><tr><td>Authors:</td><td>lam m.k.-p.; homewood j.; taylor a.j.; mazurski e.j.</td></tr><tr><td>Title:</td><td>second generation effects of maternal alcohol consumption during pregnancy in rats</td></tr><tr><td>Source:</td><td>progress in neuro-psychopharmacology and biological psychiatry, 24(4), 619-631</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1016/s0278-5846(00)00097-x	0.5639	0.7101	1	35	14	13	0.1537	2000	13	0.1537
397	feychting m. (2000)	"<table><tr><td>Authors:</td><td>feychting m.; floderus b.; ahlbom a.</td></tr><tr><td>Title:</td><td>parental occupational exposure to magnetic fields and childhood cancer (sweden)</td></tr><tr><td>Source:</td><td>cancer causes and control, 11(2), 151-156</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1023/a:1008922016813	1.3788	0.5494	2	4	4	65	0.7683	2000	65	0.7683
398	auroux m. (2000)	"<table><tr><td>Authors:</td><td>auroux m.</td></tr><tr><td>Title:</td><td>long-term effects in progeny of paternal environment and of gamete/embryo cryopreservation</td></tr><tr><td>Source:</td><td>human reproduction update, 6(6), 550-563</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/10.1093/humupd/6.6.550	0.6292	0.2652	2	95	87	5	0.0591	2000	5	0.0591
399	shu x.o. (1999)	"<table><tr><td>Authors:</td><td>shu x.o.; stewart p.; wen w.-q.; han d.; potter j.d.; buckley j.d.; heineman e.; robison l.l.</td></tr><tr><td>Title:</td><td>parental occupational exposure to hydrocarbons and risk of acute lymphocytic leukemia in offspring</td></tr><tr><td>Source:</td><td>cancer epidemiology biomarkers and prevention, 8(9), 783-791</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"		1.1715	0.0113	2	8	11	93	1	1999	93	1
400	serre v. (1998)	"<table><tr><td>Authors:</td><td>serre v.; robaire b.</td></tr><tr><td>Title:</td><td>paternal age affects fertility and progeny outcome in the brown norway rat</td></tr><tr><td>Source:</td><td>fertility and sterility, 70(4), 625-631</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0015-0282(98)00259-3	0.5857	0.5018	1	25	8	44	1.8723	1998	44	1.8723
401	ying y. (1998)	"<table><tr><td>Authors:</td><td>ying y.; chow p.h.; o.w.s.</td></tr><tr><td>Title:</td><td>effects of male accessory sex glands on deoxyribonucleic acid synthesis in the first cell cycle of golden hamster embryos</td></tr><tr><td>Source:</td><td>biology of reproduction, 58(3), 659-663</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1095/biolreprod58.3.659	0.2721	-0.833	2	3	2	21	0.8936	1998	21	0.8936
402	siv törnqvist r.n. (1998)	"<table><tr><td>Authors:</td><td>siv törnqvist r.n.</td></tr><tr><td>Title:</td><td>paternal work in the power industry: effects on children at delivery</td></tr><tr><td>Source:</td><td>journal of occupational and environmental medicine, 40(2), 111-117</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1097/00043764-199802000-00006	1.5528	0.6602	2	1	1	15	0.6383	1998	15	0.6383
403	daly h.b. (1998)	"<table><tr><td>Authors:</td><td>daly h.b.; stewart p.w.; lunkenheimer l.; sargent d.</td></tr><tr><td>Title:</td><td>maternal consumption of lake ontario salmon in rats produces behavioral changes in the offspring</td></tr><tr><td>Source:</td><td>toxicology and industrial health, 14(2), 25-39</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1177/074823379801400105	1.5022	-0.421	2	1	1	11	0.4681	1998	11	0.4681
404	ledig m. (1998)	"<table><tr><td>Authors:</td><td>ledig m.; misslin r.; vogel e.; holownia a.; copin j.c.; tholey g.</td></tr><tr><td>Title:</td><td>paternal alcohol exposure: developmental and behavioral effects on the offspring of rats</td></tr><tr><td>Source:</td><td>neuropharmacology, 37(1), 57-66</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/10.1016/s0028-3908(97)00185-8	0.5235	0.6921	1	41	18	29	1.234	1998	29	1.234
406	bielawski d.m. (1997)	"<table><tr><td>Authors:</td><td>bielawski d.m.; abel e.l.</td></tr><tr><td>Title:</td><td>acute treatment of paternal alcohol exposure produces malformations in offspring</td></tr><tr><td>Source:</td><td>alcohol, 14(4), 397-401</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1016/s0741-8329(97)87951-7	0.566	0.6892	1	38	20	35	1.2069	1997	35	1.2069
407	csaba g. (1997)	"<table><tr><td>Authors:</td><td>csaba g.; karabélyos cs.</td></tr><tr><td>Title:</td><td>transgenerational effect of a single neonatal benzpyrene treatment (imprinting) on the sexual behavior of adult female rats</td></tr><tr><td>Source:</td><td>human and experimental toxicology, 16(10), 553-556</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1177/096032719701601001	-0.2329	1.3049	3	2	2	23	0.7931	1997	23	0.7931
408	rossiter m.c. (1996)	"<table><tr><td>Authors:</td><td>rossiter m.c.</td></tr><tr><td>Title:</td><td>incidence and consequences of inherited environmental effects</td></tr><tr><td>Source:</td><td>annual review of ecology and systematics, 27, 451-476</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1146/annurev.ecolsys.27.1.451	-0.8791	0.7351	3	39	54	378	4.0482	1996	378	4.0482
409	nelson b.k. (1996)	"<table><tr><td>Authors:</td><td>nelson b.k.; moorman w.j.; schrader s.m.</td></tr><tr><td>Title:</td><td>review of experimental male-mediated behavioral and neurochemical disorders</td></tr><tr><td>Source:</td><td>neurotoxicology and teratology, 18(6), 611-616</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/s0892-0362(96)00123-7	0.7432	0.5441	2	58	39	16	0.1714	1996	16	0.1714
410	crill w.d. (1996)	"<table><tr><td>Authors:</td><td>crill w.d.; huey r.b.; gilchrist g.w.</td></tr><tr><td>Title:</td><td>within- and between-generation effects of temperature on the morphology and physiology of drosophila melanogaster</td></tr><tr><td>Source:</td><td>evolution, 50(3), 1205-1218</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"		-1.2275	0.6262	3	28	17	133	1.4244	1996	133	1.4244
411	lacey e.p. (1996)	"<table><tr><td>Authors:</td><td>lacey e.p.</td></tr><tr><td>Title:</td><td>parental effects in plantago lanceolata l. i.: a growth chamber experiment to examine pre- and postzygotic temperature effects</td></tr><tr><td>Source:</td><td>evolution, 50(2), 865-878</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"		-1.2121	0.8414	3	24	24	82	0.8782	1996	82	0.8782
412	friedler g. (1996)	"<table><tr><td>Authors:</td><td>friedler g.</td></tr><tr><td>Title:</td><td>paternal exposures: impact on reproductive and developmental outcome. an overview</td></tr><tr><td>Source:</td><td>pharmacology biochemistry and behavior, 55(4), 691-700</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/s0091-3057(96)00286-9	0.7485	0.392	2	80	84	70	0.7497	1996	70	0.7497
415	george v.k. (1996)	"<table><tr><td>Authors:</td><td>george v.k.; li h.; teloken c.; grignon d.j.; lawrence w.d.; dhabuwala c.b.</td></tr><tr><td>Title:</td><td>effects of long-term cocaine exposure on spermatogenesis and fertility in peripubertal male rats</td></tr><tr><td>Source:</td><td>journal of urology, 155(1), 327-331</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/10.1016/s0022-5347(01)66654-0	0.2658	0.8012	1	14	4	47	0.5033	1996	47	0.5033
416	watson m.j.o. (1995)	"<table><tr><td>Authors:</td><td>watson m.j.o.; hoffmann a.a.</td></tr><tr><td>Title:</td><td>cross-generation effects for cold resistance in tropical populations of drosophila-melanogaster and drosophila-simulans</td></tr><tr><td>Source:</td><td>australian journal of zoology, 43(1), 51-58</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/10.1071/zo9950051	-1.3122	0.6164	3	23	3	27	0.9184	1995	27	0.9184
425	futuyma d.j. (1993)	"<table><tr><td>Authors:</td><td>futuyma d.j.; herrmann c.; milstein s.; keese m.c.</td></tr><tr><td>Title:</td><td>apparent transgenerational effects of host plant in the leaf beetle ophraella notulata (coleoptera: chrysomelidae)</td></tr><tr><td>Source:</td><td>oecologia, 96(3), 365-372</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/10.1007/bf00317507	-1.2068	0.681	3	31	13	15	0.7009	1993	15	0.7009
430	windham g.c. (1992)	"<table><tr><td>Authors:</td><td>windham g.c.; fenster l.; swan s.h.</td></tr><tr><td>Title:</td><td>moderate maternal and paternal alcohol consumption and the risk of spontaneous abortion</td></tr><tr><td>Source:</td><td>epidemiology, 3(4), 364-370</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1097/00001648-199207000-00012	1.0651	-0.0266	1	2	2	56	1.4359	1992	56	1.4359
431	seethalakshmi l. (1992)	"<table><tr><td>Authors:</td><td>seethalakshmi l.; flores c.; kinkead t.; carboni a.a.; malhotra r.k.; menon m.</td></tr><tr><td>Title:</td><td>effects of subchronic treatment with cis‐platinum on testicular function, fertility, pregnancy outcome, and progeny</td></tr><tr><td>Source:</td><td>journal of andrology, 13(1), 65-74</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/10.1002/j.1939-4640.1992.tb01630.x	0.9234	-0.1471	1	5	1	25	0.641	1992	25	0.641
436	abel e.l. (1990)	"<table><tr><td>Authors:</td><td>abel e.l.; bilitzke p.</td></tr><tr><td>Title:</td><td>paternal alcohol exposure: paradoxical effect in mice and rats</td></tr><tr><td>Source:</td><td>psychopharmacology, 100(2), 159-164</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1007/bf02244399	0.1078	0.5788	1	35	16	25	0.3505	1990	25	0.3505
440	blakley p.m. (1989)	"<table><tr><td>Authors:</td><td>blakley p.m.; kim j.s.; firneisz g.d.</td></tr><tr><td>Title:</td><td>effects of paternal subacute exposure to tordon 202c on fetal growth and development in cd‐1 mice</td></tr><tr><td>Source:</td><td>teratology, 39(3), 237-241</td></tr><tr><td>Year:</td><td>1989</td></tr></table>"	https://doi.org/10.1002/tera.1420390305	1.029	0.4855	2	19	7	16	1.1268	1989	16	1.1268
442	abel e.l. (1989)	"<table><tr><td>Authors:</td><td>abel e.l.</td></tr><tr><td>Title:</td><td>paternal alcohol consumption: effects of age of testing and duration of paternal drinking in mice</td></tr><tr><td>Source:</td><td>teratology, 40(5), 467-474</td></tr><tr><td>Year:</td><td>1989</td></tr></table>"	https://doi.org/10.1002/tera.1420400509	0.4087	0.9083	1	22	11	12	0.8451	1989	12	0.8451
446	potashnik g. (1988)	"<table><tr><td>Authors:</td><td>potashnik g.; phillip m.</td></tr><tr><td>Title:</td><td>lack of birth defects among offspring conceived during or after paternal exposure to dibromochloropropane (dbcp)</td></tr><tr><td>Source:</td><td>andrologia, 20(1), 90-94</td></tr><tr><td>Year:</td><td>1988</td></tr></table>"	https://doi.org/10.1111/j.1439-0272.1988.tb02374.x	1.3488	0.0276	2	5	2	5	0.1812	1988	5	0.1812
451	adams p.m. (1987)	"<table><tr><td>Authors:</td><td>adams p.m.</td></tr><tr><td>Title:</td><td>evaluation of the effects of paternal drug/chemical exposure on the offspring</td></tr><tr><td>Source:</td><td>congenital anomalies, 27(2), 103-110</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/10.1111/j.1741-4520.1987.tb00699.x	0.9641	0.5024	2	12	7	3	0.1875	1987	3	0.1875
